Component, GAV, License, URL, Scope, Path
OSGi Services in Java - Library,com.atlassian.plugins:atlassian-plugins-osgi-javaconfig:0.2.1:jar,Atlassian Software License Agreement,https://www.atlassian.com/public-pom/atlassian-plugins-osgi-javaconfig-parent/atlassian-plugins-osgi-javaconfig/,binary,com.atlassian.analytics:analytics-client:8.3.2/META-INF/maven/com.atlassian.plugins/atlassian-plugins-osgi-javaconfig
OSGi Services in Java - Library,com.atlassian.plugins:atlassian-plugins-osgi-javaconfig:0.3.1:jar,Atlassian Software License Agreement,https://www.atlassian.com/public-pom/atlassian-plugins-osgi-javaconfig-parent/atlassian-plugins-osgi-javaconfig/,binary,com.atlassian.oauth:atlassian-oauth-service-provider-sal-plugin:5.0.11/META-INF/lib/atlassian-plugins-osgi-javaconfig-0.3.1.jar/META-INF/maven/com.atlassian.plugins/atlassian-plugins-osgi-javaconfig
OSGi Services in Java - Library,com.atlassian.plugins:atlassian-plugins-osgi-javaconfig:0.4.0:jar,Atlassian Software License Agreement,https://www.atlassian.com/public-pom/atlassian-plugins-osgi-javaconfig-parent/atlassian-plugins-osgi-javaconfig/,binary,
OSGi Services in Java - Library,com.atlassian.plugins:atlassian-plugins-osgi-javaconfig:0.5.0:jar,Atlassian Software License Agreement,https://www.atlassian.com/public-pom/atlassian-plugins-osgi-javaconfig-parent/atlassian-plugins-osgi-javaconfig/,binary,com.atlassian.business.insights:core-plugin:2.4.3/META-INF/lib/atlassian-plugins-osgi-javaconfig-0.5.0.jar/META-INF/maven/com.atlassian.plugins/atlassian-plugins-osgi-javaconfig
OSGi Services in Java - Library,com.atlassian.plugins:atlassian-plugins-osgi-javaconfig:0.5.2:jar,Atlassian Software License Agreement,https://www.atlassian.com/public-pom/atlassian-plugins-osgi-javaconfig-parent/atlassian-plugins-osgi-javaconfig/,binary,com.atlassian.audit:atlassian-audit-plugin:1.15.1/META-INF/maven/com.atlassian.plugins/atlassian-plugins-osgi-javaconfig
OSGi Services in Java - Library,com.atlassian.plugins:atlassian-plugins-osgi-javaconfig:0.6.0:jar,Atlassian Software License Agreement,https://www.atlassian.com/public-pom/atlassian-plugins-osgi-javaconfig-parent/atlassian-plugins-osgi-javaconfig/,binary,
oshi-core,com.github.oshi:oshi-core:6.1.6:jar,MIT License,https://github.com/oshi/oshi/blob/master/LICENSE,binary,
oshi-core,com.github.oshi:oshi-core:6.4.0:jar,MIT License,https://github.com/oshi/oshi/blob/master/LICENSE,binary,com.atlassian.confluence.officeconnector:OfficeConnector:18.5.24/META-INF/lib/oshi-core-6.4.0.jar/META-INF/maven/com.github.oshi/oshi-core
osuser,osuser:osuser:atl.user:jar,OpenSymphony Software License 1.1,,binary,
Package Export Scanner,org.twdata.pkgscanner:package-scanner:0.9.5:jar,Apache License 2.0,http://maven.apache.org,binary,
pagerank,com.atlassian.search:pagerank:1.0.4:jar,Apache License 2.0,https://labs.atlassian.com/wiki/display/CONCURRENT/Home,binary,
password-cipher-api,com.atlassian.db.config:password-cipher-api:1.3.1:jar,Atlassian Software License Agreement,https://www.atlassian.com/closedsource-pom/password-cipher/password-cipher-api/,binary,
password-cipher-base,com.atlassian.db.config:password-cipher-base:1.3.1:jar,Atlassian Software License Agreement,https://www.atlassian.com/closedsource-pom/password-cipher/password-cipher-base/,binary,
PDF renderer -  Atlassian patched,pdf-renderer:pdf-renderer:1.13-atlassian-8:jar,GNU Lesser General Public License,,binary,
plupload,Unspecified,Commercial,http://www.plupload.com,binary,
policy,com.sun.xml.ws:policy:2.7.10:jar,BSD license,https://www.eclipse.org/org/documents/edl-v10.php,binary,
PostgreSQL JDBC Driver,org.postgresql:postgresql:42.5.3:jar,BSD 2-Clause "Simplified" License,https://jdbc.postgresql.org/about/license.html,binary,
profile-picture,com.atlassian.confluence.plugins:profile-picture:18.5.7:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/confluence-public-plugins/profile-picture-parent/profile-picture/,binary,
prop-types,15.7.2,MIT License,https://github.com/date-fns/date-fns,binary,
PrototypeJavaScriptFramework,1.4.0,MIT License,http://www.prototypejs.org/,binary,
Querydsl - Core module,com.querydsl:querydsl-core:4.1.4:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.confluence.plugins:confluence-masterdetail-plugin:18.5.18/META-INF/maven/com.querydsl/querydsl-core
Querydsl - Core module,com.querydsl:querydsl-core:4.4.0:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Querydsl - SQL support,com.querydsl:querydsl-sql:4.1.4:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.confluence.plugins:confluence-masterdetail-plugin:18.5.18/META-INF/maven/com.querydsl/querydsl-sql
Querydsl - SQL support,com.querydsl:querydsl-sql:4.4.0:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
radeox,radeox:radeox:1.0b2-forked-22Apr2004:jar,Apache License 2.0,,binary,
RaphaelJavaScriptLibrary,1.4.3,MIT License,http://raphaeljs.com/,binary,
react,16.13.1,MIT License,https://github.com/facebook/react/,binary,
react-base16-styling,0.6.0,MIT License,https://github.com/reduxjs/redux-devtools/blob/master/packages/react-base16-styling/LICENSE.md,binary,
react-dom,16.13.1,MIT License,https://github.com/facebook/react/blob/v16.13.1/LICENSE,binary,
react-hot-loader,4.13.0,MIT License,https://github.com/gaearon/react-hot-loader/blob/v4.13.0/LICENSE,binary,
react-nvd3,Unspecified,MIT License,https://github.com/NuCivic/react-nvd3/blob/master/LICENSE,binary,
react-redux,7.2.1,MIT License,https://github.com/reduxjs/react-redux/blob/v7.2.1/LICENSE.md,binary,
react-router,5.2.0,MIT License,https://github.com/ReactTraining/react-router/blob/v5.2.0/LICENSE,binary,
react-router-dom,5.2.0,MIT License,https://github.com/ReactTraining/react-router/blob/v5.2.0/LICENSE,binary,
react-router-redux,4.0.8,MIT License,https://github.com/reactjs/react-router-redux/blob/v4.0.8/LICENSE,binary,
react-select,1.3.0,MIT License,https://github.com/JedWatson/react-select/blob/v1.3.0/LICENSE,binary,
reactive-streams,org.reactivestreams:reactive-streams:1.0.3:jar,Creative Commons CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,binary,
redux,3.7.2,MIT License,https://github.com/reduxjs/redux/blob/v3.7.2/LICENSE.md,binary,
redux-actions,2.6.4,MIT License,https://github.com/redux-utilities/redux-actions/blob/v2.6.4/LICENSE,binary,
redux-devtools,3.5.0,MIT License,https://github.com/reduxjs/redux-devtools/tree/v3.5.0,binary,
redux-devtools-extension,2.13.8,MIT License,https://github.com/zalmoxisus/redux-devtools-extension/blob/master/LICENSE,binary,
redux-form,8.3.6,MIT License,https://github.com/redux-form/redux-form/blob/v8.3.6/LICENSE,binary,
redux-segment,1.6.2,MIT License,https://github.com/rangle/redux-segment/blob/1.6.2/LICENSE,binary,
redux-thunk,2.3.0,MIT License,https://github.com/reduxjs/redux-thunk,binary,
Reflections,org.reflections:reflections:0.9.11:jar,WTFPL,https://github.com/ronmamo/reflections,binary,
reselect,3.0.1,MIT License,https://github.com/reduxjs/reselect/blob/v3.0.1/LICENSE,binary,
rhino,org.mozilla:rhino:1.7.14:jar,Mozilla Public License -  Version 2.0,http://www.mozilla.org/MPL/2.0/index.txt,binary,
ROME -  RSS and atOM utilitiEs for Java,rome:rome:1.0:jar,Apache License 2.0,https://rome.dev.java.net/,binary,
rome,com.rometools:rome:1.18.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
rome-utils,com.rometools:rome-utils:1.18.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
runtime,org.eclipse.core:runtime:20070801:jar,Eclipse Public License 1.0,,binary,
scriptaculous,1.5_rc3,MIT License,http://script.aculo.us/,binary,
select2,3.4.1,Apache License 2.0,http://ivaynberg.github.io/select2/,binary,
semver4j,com.vdurmont:semver4j:3.1.0:jar,MIT,https://github.com/vdurmont/semver4j,binary,
serializer,xalan:serializer:2.7.3:jar,Apache License 2.0,https://xalan.apache.org/,binary,
Shared Application Access Layer API,com.atlassian.sal:sal-api:5.1.3:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/sal-parent/sal-api/,binary,
Shared Application Access Layer Core,com.atlassian.sal:sal-core:5.1.3:jar,BSD License,https://www.atlassian.com/public-pom/sal-parent/sal-core/,binary,
Shared Application Access Layer SPI,com.atlassian.sal:sal-spi:5.1.3:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/sal-parent/sal-spi/,binary,
Shared Application Access Layer Spring Implementation,com.atlassian.sal:sal-spring:5.1.3:jar,BSD License,https://www.atlassian.com/public-pom/sal-parent/sal-spring/,binary,
Shared Application Access Layer Support for the Trusted Apps Plugin,com.atlassian.sal:sal-trusted-apps-plugin-support:5.1.3:jar,BSD License,https://www.atlassian.com/public-pom/sal-parent/sal-trusted-apps-plugin-support/,binary,
Shared Application Access Layer Trusted Apps API,com.atlassian.sal:sal-trust-api:5.1.3:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/sal-parent/sal-trust-api/,binary,
sinon-qunit,Unspecified,BSD License,http://github.com/cjohansen/sinon-qunit/,binary,
Sisu Guice - Core Library,org.sonatype.sisu:sisu-guice:3.1.10:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.soy:soy-template-plugin:6.0.7/META-INF/lib/sisu-guice-3.1.10.jar
Sisu Guice - Extensions - AssistedInject,org.sonatype.sisu.inject:guice-assistedinject:3.1.10:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.soy:soy-template-plugin:6.0.7/META-INF/lib/guice-assistedinject-3.1.10.jar
Sisu Guice - Extensions - MultiBindings,org.sonatype.sisu.inject:guice-multibindings:3.1.10:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.soy:soy-template-plugin:6.0.7/META-INF/lib/guice-multibindings-3.1.10.jar
sitemesh,opensymphony:sitemesh:2.5-atlassian-11:jar,Apache License 1.1,,binary,
SLF4J API Module,org.slf4j:slf4j-api:1.7.25:jar,MIT License,http://www.opensource.org/licenses/mit-license.php,binary,com.atlassian.plugins:atlassian-clientside-extensions-runtime:1.2.8/META-INF/maven/org.slf4j/slf4j-api
SLF4J API Module,org.slf4j:slf4j-api:1.7.36:jar,MIT License,http://www.opensource.org/licenses/mit-license.php,binary,
SLF4J Simple Binding,org.slf4j:slf4j-simple:1.7.25:jar,MIT License,http://www.opensource.org/licenses/mit-license.php,binary,com.atlassian.plugins:atlassian-clientside-extensions-runtime:1.2.8/META-INF/maven/org.slf4j/slf4j-simple
SLF4J Simple Binding,org.slf4j:slf4j-simple:1.7.36:jar,MIT License,http://www.opensource.org/licenses/mit-license.php,binary,com.atlassian.confluence.officeconnector:OfficeConnector:18.5.24/OfficeConnector-canary.jar/META-INF/maven/org.slf4j/slf4j-simple
Smack,org.igniterealtime.smack:smack-core:4.4.2:jar,Apache License 2.0,https://github.com/igniterealtime/Smack/blob/master/LICENSE,binary,
Smack,org.igniterealtime.smack:smack-extensions:4.4.2:jar,Apache License 2.0,https://github.com/igniterealtime/Smack/blob/master/LICENSE,binary,
Smack,org.igniterealtime.smack:smack-im:4.4.2:jar,Apache License 2.0,https://github.com/igniterealtime/Smack/blob/master/LICENSE,binary,
Smack,org.igniterealtime.smack:smack-java8:4.4.2:jar,Apache License 2.0,https://github.com/igniterealtime/Smack/blob/master/LICENSE,binary,
Smack,org.igniterealtime.smack:smack-resolver-javax:4.4.2:jar,Apache License 2.0,https://github.com/igniterealtime/Smack/blob/master/LICENSE,binary,
Smack,org.igniterealtime.smack:smack-sasl-javax:4.4.2:jar,Apache License 2.0,https://github.com/igniterealtime/Smack/blob/master/LICENSE,binary,
Smack,org.igniterealtime.smack:smack-streammanagement:4.4.2:jar,Apache License 2.0,https://github.com/igniterealtime/Smack/blob/master/LICENSE,binary,
Smack,org.igniterealtime.smack:smack-tcp:4.4.2:jar,Apache License 2.0,https://github.com/igniterealtime/Smack/blob/master/LICENSE,binary,
Smack,org.igniterealtime.smack:smack-xmlparser-stax:4.4.2:jar,Apache License 2.0,https://github.com/igniterealtime/Smack/blob/master/LICENSE,binary,
Smack,org.igniterealtime.smack:smack-xmlparser:4.4.2:jar,Apache License 2.0,https://github.com/igniterealtime/Smack/blob/master/LICENSE,binary,
SnakeYAML,org.yaml:snakeyaml:2.0:bundle,Apache License 2.0,LICENSE.txt,binary,
snappy-java,org.xerial.snappy:snappy-java:1.1.10.4:bundle,Apache License 2.0,https://github.com/xerial/snappy-java,binary,
snappy-java,org.xerial.snappy:snappy-java:1.1.10.5:bundle,Apache License 2.0,https://github.com/xerial/snappy-java,binary,
sourcemap,com.atlassian.sourcemap:sourcemap:2.0.0:jar,Apache License 2.0,https://www.atlassian.com/public-pom/sourcemap/,binary,
SparseBitSet,com.zaxxer:SparseBitSet:1.2:jar,Apache License 2.0,https://github.com/brettwooldridge/SparseBitSet/blob/master/LICENSE,binary,
SpotBugs Annotations,com.github.spotbugs:spotbugs-annotations:4.7.2:jar,GNU Lesser General Public License v2.1,https://spotbugs.github.io,binary,
Spring AOP,org.springframework:spring-aop:5.3.29:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring AOP,org.springframework:spring-aop:5.3.31:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Beans,org.springframework:spring-beans:5.3.29:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Beans,org.springframework:spring-beans:5.3.31:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Commons Logging Bridge,org.springframework:spring-jcl:5.3.29:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Commons Logging Bridge,org.springframework:spring-jcl:5.3.31:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Context Support,org.springframework:spring-context-support:5.3.29:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Context Support,org.springframework:spring-context-support:5.3.31:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Context,org.springframework:spring-context:5.3.29:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Context,org.springframework:spring-context:5.3.31:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Core,org.springframework:spring-core:5.3.29:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Core,org.springframework:spring-core:5.3.31:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Data Core,org.springframework.data:spring-data-commons:2.5.10:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Expression Language (SpEL),org.springframework:spring-expression:5.3.29:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Expression Language (SpEL),org.springframework:spring-expression:5.3.31:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring JDBC,org.springframework:spring-jdbc:5.3.29:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring JDBC,org.springframework:spring-jdbc:5.3.31:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Object/Relational Mapping,org.springframework:spring-orm:5.3.31:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Transaction,org.springframework:spring-tx:5.3.29:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Transaction,org.springframework:spring-tx:5.3.31:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Web MVC,org.springframework:spring-webmvc:5.3.29:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Web MVC,org.springframework:spring-webmvc:5.3.31:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Web,org.springframework:spring-web:5.3.29:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
Spring Web,org.springframework:spring-web:5.3.31:jar,Apache License 2.0,https://github.com/spring-projects/spring-framework,binary,
spring-aopalliance,spring:spring-aopalliance:1.0:jar,Apache License 2.0,,binary,com.atlassian.soy:soy-template-plugin:6.0.7/META-INF/lib/aopalliance-1.0.jar
spring-ldap-core,org.springframework.ldap:spring-ldap-core:2.4.1:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
spring-security-core,org.springframework.security:spring-security-core:5.8.9:jar,Apache License 2.0,https://spring.io/projects/spring-security,binary,
spring-security-crypto,org.springframework.security:spring-security-crypto:5.8.9:jar,Apache License 2.0,https://spring.io/projects/spring-security,binary,
spring-velocity-support,com.atlassian.platform:spring-velocity-support:0.0.8:bundle,The Apache Software License -  Version 2.0,https://www.atlassian.com/public-pom/spring-velocity-support/,binary,com.atlassian.crowd:embedded-crowd-admin-plugin:5.0.0/META-INF/maven/com.atlassian.platform/spring-velocity-support
spring-velocity-support,com.atlassian.platform:spring-velocity-support:0.1.1:bundle,The Apache Software License -  Version 2.0,https://www.atlassian.com/public-pom/spring-velocity-support/,binary,
Stax2 API,org.codehaus.woodstox:stax2-api:3.1.4:bundle,2-clause BSD license,http://wiki.fasterxml.com/WoodstoxStax2,binary,com.atlassian.plugins.authentication:atlassian-authentication-plugin:4.2.26/META-INF/maven/org.codehaus.woodstox/stax2-api
Stax2 API,org.codehaus.woodstox:stax2-api:4.2.1:bundle,2-clause BSD license,https://github.com/FasterXML/stax2-api,binary,
StreamEx,one.util:streamex:0.8.1:jar,Apache License 2.0,https://github.com/amaembo/streamex,binary,
Streaming API for XML (STAX API 1.0),org.apache.geronimo.specs:geronimo-stax-api_1.0_spec:1.0.1:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.streams:streams-aggregator-plugin:9.1.37/META-INF/maven/org.apache.geronimo.specs/geronimo-stax-api_1.0_spec
Streams API,com.atlassian.streams:streams-api:9.1.37:atlassian-plugin,BSD License,https://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-api,binary,
Streams Core Plugin,com.atlassian.streams:streams-core-plugin:9.1.37:atlassian-plugin,BSD License,https://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-core-plugin,binary,
Streams Inline Actions Plugin,com.atlassian.streams:streams-inline-actions-plugin:9.1.37:atlassian-plugin,BSD License,https://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-inline-actions-plugin,binary,
Streams Plugin,com.atlassian.streams:streams-aggregator-plugin:9.1.37:atlassian-plugin,BSD License,https://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-aggregator-plugin,binary,
Streams SPI,com.atlassian.streams:streams-spi:9.1.37:atlassian-plugin,BSD License,https://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-spi,binary,
Streams Third Party API,com.atlassian.streams:streams-thirdparty-api:9.1.37:jar,BSD License,https://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-thirdparty-api,binary,
Streams Third Party Provider Plugin,com.atlassian.streams:streams-thirdparty-plugin:9.1.37:atlassian-plugin,BSD License,https://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-thirdparty-plugin,binary,
streams-gadget-resources,com.atlassian.streams:streams-gadget-resources:9.1.37:jar,BSD License,https://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-gadget-resources,binary,
Streamy JSON interfaces,com.atlassian.json:atlassian-json-api:1.0.0:jar,BSD License,http://opensource.org/licenses/BSD-3-Clause,binary,
StringTemplate 4,org.antlr:ST4:4.0.8:jar,BSD License,http://antlr.org/license.html,binary,com.atlassian.migration:migration-agent:3.9.5/lib/antlr-complete-3.5.2.jar/META-INF/maven/org.antlr/ST4
StringTemplate 4,org.antlr:ST4:4.3:jar,BSD License,http://antlr.org/license.html,binary,
Struts 2 Core,org.apache.struts:struts2-core:6.3.0.2-atlassian-4:jar,The Apache Software License -  Version 2.0,https://stash.atlassian.com/projects/BAM/repos/struts2-atlassian,binary,
Struts 2 Velocity Plugin,org.apache.struts:struts2-velocity-plugin:6.3.0.2-atlassian-4:jar,Apache License 2.0,https://struts.apache.org/struts2-plugins/struts2-velocity-plugin/,binary,
styled-components,3.4.10,MIT,https://github.com/styled-components/styled-components/blob/v3.4.10/LICENSE,binary,
Super CSV Core,net.sf.supercsv:super-csv:2.1.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.html,binary,
Super CSV Core,net.sf.supercsv:super-csv:2.4.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.html,binary,com.atlassian.business.insights:core-plugin:2.4.3/META-INF/lib/super-csv-2.4.0.jar/META-INF/maven/net.sf.supercsv/super-csv
swagger-annotations,io.swagger.core.v3:swagger-annotations:2.1.12:jar,Apache License 2.0,https://swagger.io/,binary,com.atlassian.business.insights:core-plugin:2.4.3/META-INF/lib/swagger-annotations-2.1.12.jar/META-INF/maven/io.swagger.core.v3/swagger-annotations
swagger-annotations,io.swagger.core.v3:swagger-annotations:2.1.13:jar,Apache License 2.0,https://swagger.io/,binary,
swagger-annotations,io.swagger.core.v3:swagger-annotations:2.1.1:bundle,Apache License 2.0,https://swagger.io/,binary,com.atlassian.zdu:confluence-zdu-plugin:2.0.4/META-INF/maven/io.swagger.core.v3/swagger-annotations
swagger-annotations,io.swagger.core.v3:swagger-annotations:2.2.0:jar,Apache License 2.0,https://swagger.io/,binary,com.atlassian.audit:atlassian-audit-plugin:1.15.1/META-INF/maven/io.swagger.core.v3/swagger-annotations
swagger-annotations,io.swagger.core.v3:swagger-annotations:2.2.8:jar,Apache License 2.0,https://swagger.io/,binary,com.atlassian.confluence.plugins:confluence-mobile-plugin:18.5.24/META-INF/maven/io.swagger.core.v3/swagger-annotations
swagger-annotations,io.swagger:swagger-annotations:1.5.24:bundle,Apache License 2.0,https://swagger.io/,binary,
syntaxhighligher,1.5,GNU Lesser General Public License,https://code.google.com/p/syntaxhighlighter/,binary,
Table of Contents Plugin,com.atlassian.confluence.plugins.toc:toc-plugin:7.1.2:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/toc-plugin-project/toc-plugin/,binary,
Terracotta Statistics,org.terracotta.internal:statistics:1.0.5:jar,Apache License 2.0,,binary,
TinyMCE-TinyMCE,3.4.3.2-atlassian-3,GNU Lesser General Public License 2.1,http://sourceforge.net/projects/tinymce/,binary,
tipsy,1.0.0a,MIT License,https://github.com/jaz303/tipsy,binary,
tomcat-annotations-api,org.apache.tomcat:tomcat-annotations-api:9.0.83:jar,Apache License 2.0,https://tomcat.apache.org/,binary,
tomcat-api,org.apache.tomcat:tomcat-api:9.0.83:jar,Apache License 2.0,https://tomcat.apache.org/,binary,
tomcat-catalina,org.apache.tomcat:tomcat-catalina:9.0.83:jar,Apache License 2.0,https://tomcat.apache.org/,binary,
tomcat-coyote,org.apache.tomcat:tomcat-coyote:9.0.83:jar,Apache License 2.0,https://tomcat.apache.org/,binary,
tomcat-el-api,org.apache.tomcat:tomcat-el-api:9.0.83:jar,Apache License 2.0,https://tomcat.apache.org/,binary,
tomcat-jaspic-api,org.apache.tomcat:tomcat-jaspic-api:9.0.83:jar,Apache License 2.0,https://tomcat.apache.org/,binary,
tomcat-jni,org.apache.tomcat:tomcat-jni:9.0.83:jar,Apache License 2.0,https://tomcat.apache.org/,binary,
tomcat-jsp-api,org.apache.tomcat:tomcat-jsp-api:9.0.83:jar,Apache License 2.0,https://tomcat.apache.org/,binary,
tomcat-juli,org.apache.tomcat:tomcat-juli:9.0.83:jar,Apache License 2.0,https://tomcat.apache.org/,binary,
tomcat-servlet-api,org.apache.tomcat:tomcat-servlet-api:9.0.83:jar,Apache License 2.0,https://tomcat.apache.org/,binary,
tomcat-util,org.apache.tomcat:tomcat-util:9.0.83:jar,Apache License 2.0,https://tomcat.apache.org/,binary,
tomcat-util-scan,org.apache.tomcat:tomcat-util-scan:9.0.83:jar,Apache License 2.0,https://tomcat.apache.org/,binary,
TwelveMonkeys :: Common :: Image,com.twelvemonkeys.common:common-image:3.8.3:jar,BSD License,https://github.com/haraldk/TwelveMonkeys/common/common-image,binary,
TwelveMonkeys :: Common :: IO,com.twelvemonkeys.common:common-io:3.8.3:jar,BSD License,https://github.com/haraldk/TwelveMonkeys/common/common-io,binary,
TwelveMonkeys :: Common :: Language support,com.twelvemonkeys.common:common-lang:3.8.3:jar,BSD License,https://github.com/haraldk/TwelveMonkeys/common/common-lang,binary,
TwelveMonkeys :: ImageIO :: BMP plugin,com.twelvemonkeys.imageio:imageio-bmp:3.8.3:jar,BSD License,https://github.com/haraldk/TwelveMonkeys/tree/master/imageio/imageio-bmp,binary,
TwelveMonkeys :: ImageIO :: Core,com.twelvemonkeys.imageio:imageio-core:3.8.3:jar,BSD License,https://github.com/haraldk/TwelveMonkeys/tree/master/imageio/imageio-core,binary,
TwelveMonkeys :: ImageIO :: ICNS plugin,com.twelvemonkeys.imageio:imageio-icns:3.8.3:jar,BSD License,https://github.com/haraldk/TwelveMonkeys/tree/master/imageio/imageio-icns,binary,
TwelveMonkeys :: ImageIO :: JPEG plugin,com.twelvemonkeys.imageio:imageio-jpeg:3.8.3:jar,BSD License,https://github.com/haraldk/TwelveMonkeys/tree/master/imageio/imageio-jpeg,binary,
TwelveMonkeys :: ImageIO :: Metadata,com.twelvemonkeys.imageio:imageio-metadata:3.8.3:jar,BSD License,https://github.com/haraldk/TwelveMonkeys/tree/master/imageio/imageio-metadata,binary,
TwelveMonkeys :: ImageIO :: TIFF plugin,com.twelvemonkeys.imageio:imageio-tiff:3.8.3:jar,BSD License,https://github.com/haraldk/TwelveMonkeys/tree/master/imageio/imageio-tiff,binary,
twemoji,2.4.0,MIT License,https://github.com/twitter/twemoji,binary,
TXW2 Runtime,org.glassfish.jaxb:txw2:2.3.1:jar,Dual license consisting of the CDDL v1.1 and GPL v2,https://glassfish.java.net/public/CDDL+GPL_1_1.html,binary,
underscore,1.3.3,MIT License,http://github.com/documentcloud/underscore/,binary,
URI Builder,org.codehaus.httpcache4j.uribuilder:uribuilder:2.0.0:jar,Apache License 2.0,http://apache.org/licenses/LICENSE-2.0,binary,
UrlRewriteFilter,org.tuckey:urlrewritefilter:4.0.4:jar,BSD License,http://www.opensource.org/licenses/bsd-license.php,binary,
User compatibility pack for Confluence,com.atlassian.usercompatibility:usercompatibility-confluence:2.1.4:jar,BSD License,https://maven.atlassian.com/public/licenses/license.txt,binary,
User compatibility pack for SAL,com.atlassian.usercompatibility:usercompatibility-sal:0.5:jar,BSD License,http://www.atlassian.com/atlassian-public-pom/usercompatibility-sal-parent/usercompatibility-sal/,binary,
User Lister,com.atlassian.confluence.plugins:confluence-userlister-plugin:18.5.7:atlassian-plugin,BSD License,https://ecosystem.atlassian.net/wiki/display/USERLISTER/confluence-userlister-plugin,binary,
Velocity HtmlSafe,com.atlassian.velocity.htmlsafe:velocity-htmlsafe:4.0.4:jar,Apache License -  Version 2.0,https://www.atlassian.com/public-pom/velocity-htmlsafe/,binary,
VelocityTools,org.apache.velocity:velocity-tools:2.0.1-atlassian-2:jar,Apache License 2.0,https://github.com/atlassian-forks/velocity-tools/,binary,
Web Fragments API for Atlassian Plugins,com.atlassian.plugins:atlassian-plugins-webfragment-api:6.0.1:jar,BSD,https://www.atlassian.com/public-pom/atlassian-plugins-webfragment-parent/atlassian-plugins-webfragment-api/,binary,
